S0,M,price,time elapsed,s.e,rel. error,basis func,degrees,simulations,halton
100,170,4.831827353585667,0.24127602577209473,0.05601884926571338,0.00012586974794391746,laguerre,5,10000,True
100,190,4.830945534274402,0.25763893127441406,0.05594585165577017,0.00010686079388193022,laguerre,5,10000,True
110,10,1.8119534783057032,0.01599907875061035,0.04005204814753313,0.000264195952586422,laguerre,5,10000,True
110,30,1.8327356139684319,0.04263043403625488,0.04020630457971525,2.050305520974912e-05,laguerre,5,10000,True
110,50,1.8429525853384894,0.05601835250854492,0.03952658552309817,0.00021741506386874977,laguerre,5,10000,True
110,70,1.8448935539026927,0.0839684009552002,0.040220305173840905,0.0002784215909108471,laguerre,5,10000,True
110,90,1.8315405539375247,0.08226919174194336,0.0394283886951688,1.1108688468072104e-05,laguerre,5,10000,True
110,110,1.8422784448082519,0.10935044288635254,0.03931413720425093,0.00019798912330947765,laguerre,5,10000,True
110,130,1.850752540596635,0.13355064392089844,0.03953797588657216,0.000508275067021709,laguerre,5,10000,True
110,150,1.844809443621943,0.1421818733215332,0.038932387148235825,0.00027562174222742604,laguerre,5,10000,True
110,170,1.8413121133662655,0.15330910682678223,0.03959377425442408,0.0001717286893751335,laguerre,5,10000,True
110,190,1.8351410487235924,0.1730513572692871,0.03828499937934368,4.807293278961192e-05,laguerre,5,10000,True
90,10,10.650759889560051,0.015624523162841797,0.06261754958093087,0.00573455134825823,laguerre,5,10000,False
90,30,10.68067097836712,0.055764198303222656,0.06210384124706302,0.0020990812737162476,laguerre,5,10000,False
90,50,10.726656353265836,0.07097625732421875,0.0636646635993412,2.8778805577412798e-08,laguerre,5,10000,False
90,70,10.709880747226649,0.11761045455932617,0.06451477204473845,0.0002757580027688145,laguerre,5,10000,False
90,90,10.727439481323039,0.14063024520874023,0.06650688590277079,9.077730139107415e-07,laguerre,5,10000,False
90,110,10.715232751539336,0.17164278030395508,0.06485463447740818,0.0001266515831615909,laguerre,5,10000,False
90,130,10.719976895160324,0.2008988857269287,0.06143822320571778,4.237769047736565e-05,laguerre,5,10000,False
90,150,10.725205754278443,0.23432111740112305,0.05987519599804437,1.640847802717347e-06,laguerre,5,10000,False
90,170,10.754716967664102,0.26123762130737305,0.061957679476832325,0.0007969474424454606,laguerre,5,10000,False
90,190,10.743670740765712,0.2965550422668457,0.06357617069816286,0.0002952909101087767,laguerre,5,10000,False
100,10,4.742216417726506,0.015622138977050781,0.060154566787173486,0.006145269146982772,laguerre,5,10000,False
100,30,4.774139811049427,0.031241178512573242,0.05794188729945427,0.0021593097602546386,laguerre,5,10000,False
100,50,4.775250127033768,0.07183718681335449,0.05817287043685174,0.002057353405527058,laguerre,5,10000,False
100,70,4.7660463710152525,0.09439659118652344,0.05767247369138504,0.002976991524927643,laguerre,5,10000,False
100,90,4.777461295577708,0.12595868110656738,0.05734864336156658,0.001861654050704379,laguerre,5,10000,False
100,110,4.776676802205907,0.14444470405578613,0.057211249111675105,0.001929966377792981,laguerre,5,10000,False
100,130,4.79708018069323,0.17587542533874512,0.05698242683468071,0.0005535669778717871,laguerre,5,10000,False
100,150,4.811750157569776,0.19787979125976562,0.05805387941328505,7.846464664617792e-05,laguerre,5,10000,False
100,170,4.805743681441567,0.2302243709564209,0.05716704882526437,0.00022095346048686082,laguerre,5,10000,False
100,190,4.797102816960999,0.25096893310546875,0.05821572693840011,0.0005525023178697597,laguerre,5,10000,False
110,10,1.8091600838638686,0.0,0.038979431001212365,0.0003628072622152691,laguerre,5,10000,False
110,30,1.8289325808196129,0.015620708465576172,0.037892110534093915,5.256203587849116e-07,laguerre,5,10000,False
110,50,1.8320101792047179,0.04686427116394043,0.0380443431528884,1.4459730135357043e-05,laguerre,5,10000,False
110,70,1.8110211475372398,0.07126331329345703,0.03757306149465209,0.00029537359899169216,laguerre,5,10000,False
110,90,1.8228095605272694,0.12220382690429688,0.03887760238782917,2.9138657633015187e-05,laguerre,5,10000,False
110,110,1.8284585545637386,0.13733673095703125,0.03874221755503389,6.298621359461735e-08,laguerre,5,10000,False
110,130,1.824224487726884,0.15203857421875,0.03833905160051634,1.5865056083881752e-05,laguerre,5,10000,False
110,150,1.812284656891795,0.16800141334533691,0.037933720414804736,0.0002535396083447104,laguerre,5,10000,False
110,170,1.827808376459655,0.1522512435913086,0.03807561044417709,1.5936667660212575e-07,laguerre,5,10000,False
110,190,1.8235661438713406,0.19686579704284668,0.03821660504939964,2.154296665783775e-05,laguerre,5,10000,False
90,10,10.686472071902081,0.6805355548858643,0.02033272242431287,0.0016011712696710604,laguerre,5,100000,True
90,30,10.6983885945943,0.9906458854675293,0.019843418732955403,0.000789504094663155,laguerre,5,100000,True
90,50,10.704962697767753,1.5071516036987305,0.01993163785533359,0.000463283106642418,laguerre,5,100000,True
90,70,10.711844579812615,2.6526474952697754,0.01983685361381502,0.0002143919791920088,laguerre,5,100000,True
90,90,10.712529994014606,2.5758554935455322,0.020098220680986427,0.000194789923735079,laguerre,5,100000,True
90,110,10.695552166958253,2.729947805404663,0.019603755978741554,0.0009569459590490061,laguerre,5,100000,True
90,130,10.697242317005822,3.040895938873291,0.019524046556792594,0.0008552345271257598,laguerre,5,100000,True
90,150,10.704329653354034,4.04015588760376,0.0200720942938745,0.0004909351634007256,laguerre,5,100000,True
90,170,10.700835103956443,4.067413330078125,0.020115531113338827,0.0006580048974625476,laguerre,5,100000,True
90,190,10.706011042997806,4.6809611320495605,0.020186963119002425,0.0004192529430550608,laguerre,5,100000,True
100,10,4.75592638397849,0.36989331245422363,0.018653534816282638,0.004183735359227853,laguerre,5,100000,True
100,30,4.794849642961399,0.7147655487060547,0.018244853899620127,0.0006635024783337027,laguerre,5,100000,True
100,50,4.803153436530808,1.0113508701324463,0.01838798934220957,0.0003046682376035081,laguerre,5,100000,True
100,70,4.808159520702999,1.0665266513824463,0.0182370748007231,0.0001549692381299239,laguerre,5,100000,True
100,90,4.8161653080399125,1.8654203414916992,0.018332097860772473,1.9739154023085913e-05,laguerre,5,100000,True
100,110,4.818069838410295,2.195652484893799,0.0184255662282402,6.443202461406562e-06,laguerre,5,100000,True
100,130,4.8187393925473865,1.9098777770996094,0.018578880301834223,3.492384532961423e-06,laguerre,5,100000,True
100,150,4.82305470902338,2.274975538253784,0.018380571632121128,5.985480710740959e-06,laguerre,5,100000,True
100,170,4.829579672898418,3.2533814907073975,0.01844744608841924,8.048759846225781e-05,laguerre,5,100000,True
100,190,4.821141332497919,3.007049798965454,0.01831681503692052,2.842464536648964e-07,laguerre,5,100000,True
110,10,1.810127354231314,0.20538568496704102,0.012325899948406981,0.0003268947092282432,laguerre,5,100000,True
110,30,1.81675802525079,0.38717150688171387,0.012230085321316806,0.00013109239602007938,laguerre,5,100000,True
110,50,1.8246645484939823,0.5190556049346924,0.0121355193974157,1.2553100741868325e-05,laguerre,5,100000,True
110,70,1.822986936373054,0.6592631340026855,0.012150025886160137,2.7255161858344198e-05,laguerre,5,100000,True
110,90,1.8229570224655196,0.8288724422454834,0.011981058292640968,2.7568396642196146e-05,laguerre,5,100000,True
110,110,1.8272127495603347,1.014092206954956,0.012001858248026118,9.896956030485429e-07,laguerre,5,100000,True
110,130,1.8260505902439872,1.1367440223693848,0.012031352212541105,4.652622151733406e-06,laguerre,5,100000,True
110,150,1.8240843863263236,1.2736976146697998,0.01191032485475007,1.7000759224914186e-05,laguerre,5,100000,True
110,170,1.8256018443116024,1.9123470783233643,0.011920769148708125,6.78987943030619e-06,laguerre,5,100000,True
110,190,1.829613698270327,2.049687623977661,0.012023410050156877,1.9771572836850523e-06,laguerre,5,100000,True
90,10,10.649056023244059,0.3580436706542969,0.020567157877070384,0.005995511266132719,laguerre,5,100000,False
90,30,10.701950964537517,1.1207010746002197,0.019652859422148294,0.0006020028100375565,laguerre,5,100000,False
90,50,10.714374423421816,1.5376088619232178,0.01956700532221047,0.0001467074884415351,laguerre,5,100000,False
90,70,10.710009046858584,1.71171236038208,0.019287102336197067,0.0002715133857166103,laguerre,5,100000,False
90,90,10.711136325192237,2.409862995147705,0.019792239712008653,0.00023563431664794197,laguerre,5,100000,False
90,110,10.70190598730213,3.3518083095550537,0.0194136339729828,0.0006042119329958731,laguerre,5,100000,False
90,130,10.706545316154552,3.5352401733398438,0.019537428750005904,0.0003976591922686369,laguerre,5,100000,False
90,150,10.69996081140629,3.8606436252593994,0.019343687865641723,0.0007036233012177219,laguerre,5,100000,False
90,170,10.70151718783222,4.044486999511719,0.019106285967839823,0.0006234770420070342,laguerre,5,100000,False
90,190,10.71054724947238,4.06627631187439,0.019084098626846867,0.0002540664049244374,laguerre,5,100000,False
100,10,4.777082650407132,0.13426899909973145,0.01871018707699,0.0018944721453384183,laguerre,5,100000,False
100,30,4.809510896525776,0.489483118057251,0.018463033072384453,0.0001231498073353723,laguerre,5,100000,False
100,50,4.807318861404012,0.8295249938964844,0.01833356153755735,0.00017660611667540214,laguerre,5,100000,False
100,70,4.8036155897626704,1.5433528423309326,0.018150173389245537,0.0002887482865530727,laguerre,5,100000,False
100,90,4.813454375953224,2.038496494293213,0.0183413560905238,5.1176981205821935e-05,laguerre,5,100000,False
100,110,4.814786879166206,1.5412166118621826,0.01836194482259812,3.388759943633448e-05,laguerre,5,100000,False
100,130,4.813653896740434,1.8157649040222168,0.018198713608829395,4.836212259974416e-05,laguerre,5,100000,False
100,150,4.813614581388014,2.0743629932403564,0.018112191588020583,4.891048886951658e-05,laguerre,5,100000,False
100,170,4.820306854564203,2.4193947315216064,0.018171858315092437,9.079991899239602e-08,laguerre,5,100000,False
100,190,4.818777329500312,3.708505153656006,0.01817272435828842,3.3520311769223514e-06,laguerre,5,100000,False
110,10,1.808646165650041,0.09235906600952148,0.012349656663491115,0.0003826490886624844,laguerre,5,100000,False
110,30,1.8264383866276985,0.23116040229797363,0.012141635577461828,3.13005941454659e-06,laguerre,5,100000,False
110,50,1.8300942762650196,0.36966824531555176,0.012121361582751107,3.559607625689369e-06,laguerre,5,100000,False
110,70,1.8272725572052921,0.5638635158538818,0.012031005620930374,8.742751450790499e-07,laguerre,5,100000,False
110,90,1.8291912045915422,0.6756439208984375,0.01215938464602256,9.675094278601137e-07,laguerre,5,100000,False
110,110,1.827737586250006,0.8181939125061035,0.012116657426796873,2.208979042297275e-07,laguerre,5,100000,False
110,130,1.8266239120541339,0.939751148223877,0.012102530471587799,2.508016896920618e-06,laguerre,5,100000,False
110,150,1.8301796836831528,1.135502815246582,0.012088394746965872,3.8891770796011346e-06,laguerre,5,100000,False
110,170,1.8329220814370186,1.3058958053588867,0.012105932942551781,2.2226485890757652e-05,laguerre,5,100000,False
110,190,1.8301334681285557,1.907292366027832,0.01203391127532393,3.709029597823648e-06,laguerre,5,100000,False
